CaseID ;Title                                                            ;Location                                                   ;City                                         ;State                ;Latitude           ;Longitude    ;Number of Victim Fatalities ;Total Number of Fatalities ;Number of Victims Injured ;Total_Number_of_Victims
77.0   ;Radisson Bay Harbor Inn                                          ;Tampa, Florida                                             ;Tampa                                        ;Florida              ;27.99601861        ;-82.44503769 ;5.0                         ;5.0                        ;3.0                       ;8.0
104.0  ;Mojave High School Bus                                           ;Las Vegas, Nevada                                          ;Las Vegas                                    ;Nevada               ;36.18931923        ;-115.3264875 ;0.0                         ;0.0                        ;6.0                       ;6.0
237.0  ;Oakland, Maine                                                   ;Oakland, Maine                                             ;Oakland                                      ;Maine                ;44.54994725        ;-69.70782299 ;3.0                         ;4.0                        ;0.0                       ;3.0
260.0  ;Sherman, Texas                                                   ;Sherman, Texas                                             ;Sherman                                      ;Texas                ;33.635661999999996 ;-96.60888    ;3.0                         ;4.0                        ;0.0                       ;3.0
221.0  ;River Forest                                                     ;River Forest, Illinois                                     ;River Forest                                 ;Illinois             ;41.89499946        ;-87.81941392 ;1.0                         ;2.0                        ;3.0                       ;4.0
42.0   ;Dearborn Post Office                                             ;Dearborn, Michigan                                         ;Dearborn                                     ;Michigan             ;42.31269522        ;-83.21293244 ;1.0                         ;2.0                        ;2.0                       ;3.0
109.0  ;South Mountain Community College                                 ;Phoenix, Arizona                                           ;Phoenix                                      ;Arizona              ;33.57145875        ;-112.0904854 ;0.0                         ;0.0                        ;3.0                       ;3.0
219.0  ;Miami Gardens                                                    ;Miami Gardens, Florida                                     ;Miami Gardens                                ;Florida              ;25.94326707        ;-80.24253243 ;0.0                         ;0.0                        ;4.0                       ;4.0
39.0   ;Schuyler County Office Building                                  ;Watkins Glen, New York                                     ;Watkins Glen                                 ;New York             ;42.38013875        ;-76.86724659 ;4.0                         ;5.0                        ;0.0                       ;4.0
134.0  ;Accent Signage Systems in Minneapolis                            ;Minneapolis, Minnesota                                     ;Minneapolis                                  ;Minnesota            ;44.96358722        ;-93.26783687 ;6.0                         ;7.0                        ;2.0                       ;8.0
291.0  ;Roswell, GA Hookah shootout                                      ;Roswell, Georgia                                           ;Roswell                                      ;Georgia              ;34.023243          ;-84.361556   ;0.0                         ;0.0                        ;4.0                       ;4.0
5.0    ;Olean High School                                                ;Olean, New York                                            ;Olean                                        ;New York             ;42.08185369        ;-78.43213922 ;3.0                         ;3.0                        ;7.0                       ;10.0
107.0  ;Northern Illinois University                                     ;DeKalb, Illinois                                           ;DeKalb                                       ;Illinois             ;41.93172129        ;-88.74814853 ;5.0                         ;6.0                        ;17.0                      ;22.0
27.0   ;Oakland Elementary School                                        ;Greenwood, South Carolina                                  ;Greenwood                                    ;South Carolina       ;34.1928952         ;-82.15355508 ;2.0                         ;2.0                        ;9.0                       ;11.0
302.0  ;Louisville, KY Family Murder-Suicide                             ;Louisville, Kentucky                                       ;Louisville                                   ;Kentucky             ;38.252665          ;-85.758456   ;3.0                         ;4.0                        ;0.0                       ;3.0
96.0   ;Trolley Square                                                   ;Salt Lake City, Utah                                       ;Salt Lake City                               ;Utah                 ;40.77787404        ;-111.9312168 ;5.0                         ;6.0                        ;4.0                       ;9.0
294.0  ;Wilkinsburg BBQ cookout shootout                                 ;Wilkinsburg, Pennsylvania                                  ;Wilkinsburg                                  ;Pennsylvania         ;40.441736          ;-79.881994   ;5.0                         ;5.0                        ;3.0                       ;8.0
36.0   ;Royal Oak Post Office                                            ;Royal Oak, Michigan                                        ;Royal Oak                                    ;Michigan             ;42.50840203        ;-83.15387427 ;4.0                         ;5.0                        ;5.0                       ;9.0
252.0  ;Hesston, Kansas                                                  ;Hesston, Kansas                                            ;Hesston                                      ;Kansas               ;38.1368            ;-97.4268     ;3.0                         ;4.0                        ;14.0                      ;17.0
190.0  ;Charlotte                                                        ;Charlotte, North Carolina                                  ;Charlotte                                    ;North Carolina       ;35.226354          ;-80.836788   ;3.0                         ;3.0                        ;0.0                       ;3.0
12.0   ;Wah Mee Club in Seattle                                          ;Seattle, Washington                                        ;Seattle                                      ;Washington           ;47.621995749999996 ;-122.323646  ;13.0                        ;13.0                       ;1.0                       ;14.0
150.0  ;Sparks Middle School                                             ;Sparks, Nevada                                             ;Sparks                                       ;Nevada               ;39.54058388        ;-119.748291  ;1.0                         ;2.0                        ;2.0                       ;3.0
142.0  ;Ladera Ranch, Santa Ana, Tustin and Orange                       ;Ladera Ranch, California                                   ;Ladera Ranch                                 ;California           ;33.54961059        ;-117.6415707 ;3.0                         ;4.0                        ;3.0                       ;6.0
80.0   ;Santana High School                                              ;Santee, San Diego, California                              ;San Diego                                    ;California           ;32.86357277        ;-117.1281628 ;2.0                         ;2.0                        ;13.0                      ;15.0
119.0  ;Hartford Beer Distributors                                       ;Manchester, Connecticut                                    ;Manchester                                   ;Connecticut          ;41.78013821        ;-72.51918655 ;8.0                         ;9.0                        ;2.0                       ;10.0
289.0  ;Wichita Nightclub shooting                                       ;Wichita, Kansas                                            ;Wichita                                      ;Kansas               ;37.687176          ;-97.330053   ;0.0                         ;0.0                        ;4.0                       ;4.0
137.0  ;Clackamas Town Center                                            ;Happy Valley, Oregon                                       ;Happy Valley                                 ;Oregon               ;45.44853107        ;-122.5440133 ;2.0                         ;3.0                        ;1.0                       ;3.0
216.0  ;Boom Boom Room                                                   ;Morven, North Carolina                                     ;Morven                                       ;North Carolina       ;34.86379864        ;-79.9996781  ;0.0                         ;0.0                        ;4.0                       ;4.0
272.0  ;Caroline County, VA Family Murder Suicide                        ;Caroline, Virginia                                         ;Caroline                                     ;Virginia             ;38.044556          ;-77.286488   ;1.0                         ;2.0                        ;2.0                       ;3.0
10.0   ;Valley High School                                               ;Las Vegas, Nevada                                          ;Las Vegas                                    ;Nevada               ;36.18931923        ;-115.3264875 ;1.0                         ;1.0                        ;2.0                       ;3.0
61.0   ;R.E. Phelon Company                                              ;Aiken, South Carolina                                      ;Aiken                                        ;South Carolina       ;33.47524551        ;-81.72595949 ;4.0                         ;4.0                        ;3.0                       ;7.0
23.0   ;Pinellas Park High School                                        ;Pinellas Park, Florida                                     ;Pinellas Park                                ;Florida              ;27.84887061        ;-82.71058    ;1.0                         ;1.0                        ;2.0                       ;3.0
283.0  ;Missouri Highway shooting                                        ;Hazelwood, Missouri                                        ;Hazelwood                                    ;Missouri             ;38.77144           ;-90.370949   ;1.0                         ;1.0                        ;3.0                       ;4.0
141.0  ;Los Angeles Police Department                                    ;Irvine, California                                         ;Irvine                                       ;California           ;33.67803464        ;-117.773628  ;4.0                         ;4.0                        ;2.0                       ;7.0
276.0  ;Los Angeles, CA street shooting                                  ;Los Angeles, California                                    ;Los Angeles                                  ;California           ;34.052234          ;-118.243685  ;1.0                         ;1.0                        ;3.0                       ;4.0
181.0  ;Chapel Hill                                                      ;Chapel Hill, North Carolina                                ;Chapel Hill                                  ;North Carolina       ;35.92681467        ;-79.03850407 ;3.0                         ;3.0                        ;0.0                       ;3.0
266.0  ;Wilmington, DE robbery                                           ;Wilmington, Delaware                                       ;Wilmington                                   ;Delaware             ;39.739072          ;-75.539788   ;0.0                         ;1.0                        ;4.0                       ;5.0
30.0   ;Orange Glenn Post Office                                         ;Escondido, California                                      ;Escondido                                    ;California           ;33.13439925        ;-117.0722528 ;3.0                         ;4.0                        ;1.0                       ;4.0
156.0  ;Centennial Hill Bar & Grill                                      ;Montgomery, Alabama                                        ;Montgomery                                   ;Alabama              ;32.34729571        ;-86.26730242 ;3.0                         ;3.0                        ;5.0                       ;8.0
184.0  ;Tyrone                                                           ;Tyrone, Missouri                                           ;Tyrone                                       ;Missouri             ;37.204442          ;-91.876583   ;7.0                         ;8.0                        ;1.0                       ;8.0
138.0  ;Sandy Hook Elementary School                                     ;Newtown, Connecticut                                       ;Newtown                                      ;Connecticut          ;41.41190846        ;-73.31196267 ;27.0                        ;28.0                       ;2.0                       ;29.0
194.0  ;Brookhaven                                                       ;Brookhaven, Mississippi                                    ;Brookhaven                                   ;Mississippi          ;31.58036482        ;-90.44323475 ;2.0                         ;2.0                        ;3.0                       ;5.0
271.0  ;Chesapeake, VA Family Murder Suicide                             ;Chesapeake, Virginia                                       ;Chesapeake                                   ;Virginia             ;36.768209          ;-76.287493   ;5.0                         ;6.0                        ;0.0                       ;5.0
210.0  ;Tucson                                                           ;Tucson, Arizona                                            ;Tucson                                       ;Arizona              ;32.15358905        ;-110.9677647 ;4.0                         ;5.0                        ;0.0                       ;4.0
124.0  ;Carson City IHOP                                                 ;Carson City, Nevada                                        ;Carson City                                  ;Nevada               ;39.16464203        ;-119.7763025 ;4.0                         ;5.0                        ;7.0                       ;11.0
196.0  ;Mesa                                                             ;Mesa, Arizona                                              ;Mesa                                         ;Arizona              ;33.42268696        ;-111.8163202 ;1.0                         ;1.0                        ;5.0                       ;6.0
213.0  ;Conyers                                                          ;Conyers, Georgia                                           ;Conyers                                      ;Georgia              ;33.66086267        ;-84.02688527 ;2.0                         ;3.0                        ;2.0                       ;4.0
281.0  ;Florida Hookah Bar Shooting                                      ;Tampa, Florida                                             ;Tampa                                        ;Florida              ;27.950575          ;-82.457178   ;1.0                         ;1.0                        ;3.0                       ;4.0
313.0  ;Tire-Slashing revenge escalation                                 ;Baltimore, Maryland                                        ;Baltimore                                    ;Maryland             ;39.290385          ;-76.612189   ;0.0                         ;0.0                        ;4.0                       ;4.0
253.0  ;Belfair, Washington                                              ;Belfair, Washington                                        ;Belfair                                      ;Washington           ;47.5033            ;-122.931     ;4.0                         ;5.0                        ;0.0                       ;4.0
300.0  ;Wetumpka Drive-by                                                ;Wetumpka, Alabama                                          ;Wetumpka                                     ;Alabama              ;32.543745          ;-86.211913   ;2.0                         ;2.0                        ;2.0                       ;4.0
227.0  ;Virginia WDBJ live TV interview shooting                         ;Roanoke, Virginia                                          ;Roanoke                                      ;Virginia             ;37.27823366        ;-79.95816104 ;2.0                         ;3.0                        ;1.0                       ;3.0
28.0   ;New Orleans Downtown Post Office                                 ;New Orleans, Louisiana                                     ;New Orleans                                  ;Louisiana            ;30.0687242         ;-89.93147412 ;0.0                         ;0.0                        ;4.0                       ;4.0
75.0   ;Xerox Office Building                                            ;Honolulu, Hawaii                                           ;Honolulu                                     ;Hawaii               ;21.309106          ;-157.844998  ;7.0                         ;7.0                        ;0.0                       ;7.0
208.0  ;Fox Cities Trestle Trail bridge over Little Lake Butte des Morts ;Menasha, Wisconsin                                         ;Menasha                                      ;Wisconsin            ;44.20455909        ;-88.4484585  ;3.0                         ;4.0                        ;1.0                       ;4.0
293.0  ;Kansas City Home Invasion                                        ;Kansas City, Kansas                                        ;Kansas City                                  ;Kansas               ;39.114053          ;-94.627464   ;4.0                         ;4.0                        ;0.0                       ;4.0
267.0  ;Gloucester County, VA, House Party                               ;Ware Neck, Virginia                                        ;Ware Neck                                    ;Virginia             ;37.40264           ;-76.458559   ;1.0                         ;1.0                        ;3.0                       ;4.0
233.0  ;King, North Carolina                                             ;King, North Carolina                                       ;King                                         ;North Carolina       ;36.27617912        ;-80.35501402 ;3.0                         ;4.0                        ;0.0                       ;3.0
258.0  ;Plantation, Florida                                              ;Plantation, Florida                                        ;Plantation                                   ;Florida              ;26.127586          ;-80.233104   ;1.0                         ;1.0                        ;4.0                       ;5.0
89.0   ;Red Lake High School                                             ;Red Lake, Minnesota                                        ;Red Lake                                     ;Minnesota            ;47.87067289        ;-95.00529009 ;9.0                         ;10.0                       ;5.0                       ;14.0
168.0  ;Massachusetts Abortion Clinic                                    ;Brookline, Massachusetts                                   ;Brookline                                    ;Massachusetts        ;42.32427392        ;-71.14080012 ;2.0                         ;2.0                        ;5.0                       ;7.0
223.0  ;Suwanee                                                          ;Suwanee, Georgia                                           ;Suwanee                                      ;Georgia              ;34.05057545        ;-84.06872262 ;3.0                         ;4.0                        ;1.0                       ;4.0
15.0   ;Ianni's Club in Dallas                                           ;Dallas, Texas                                              ;Dallas                                       ;Texas                ;32.79480596        ;-96.76631094 ;6.0                         ;6.0                        ;1.0                       ;7.0
188.0  ;Clarkesville                                                     ;Clarkesville, Georgia                                      ;Clarkesville                                 ;Georgia              ;34.61025711        ;-83.52918091 ;2.0                         ;3.0                        ;2.0                       ;4.0
286.0  ;Belfair, WA Family murder-suicide                                ;Belfair, Washington                                        ;Belfair                                      ;Washington           ;47.451459          ;-122.826946  ;4.0                         ;5.0                        ;0.0                       ;4.0
46.0   ;Central Middle School                                            ;Sheridan, Wyoming                                          ;Sheridan                                     ;Wyoming              ;44.79051074        ;-106.9599165 ;0.0                         ;1.0                        ;4.0                       ;4.0
147.0  ;Ross Township Supervisor Council Meeting                         ;Salisbury , Pennsylvania                                   ;Salisbury                                    ;Pennsylvania         ;39.75344279        ;-79.08435956 ;3.0                         ;3.0                        ;3.0                       ;6.0
310.0  ;Chicago Rap video Shootout                                       ;Chicago, Illinois                                          ;Chicago                                      ;Illinois             ;41.878114          ;-87.629798   ;1.0                         ;1.0                        ;4.0                       ;5.0
57.0   ;Frontier Junior High School                                      ;Moses Lake, Washington                                     ;Moses Lake                                   ;Washington           ;47.12189424        ;-119.2750699 ;3.0                         ;3.0                        ;1.0                       ;4.0
162.0  ;Nellis Plaza                                                     ;Las Vegas, Nevada                                          ;Las Vegas                                    ;Nevada               ;36.18931923        ;-115.3264875 ;3.0                         ;5.0                        ;0.0                       ;3.0
7.0    ;Cal State Fullerton                                              ;Fullerton, California                                      ;Fullerton                                    ;California           ;33.88404244        ;-117.92785   ;7.0                         ;7.0                        ;2.0                       ;9.0
229.0  ;Clearbrook (Greenwood), Minnesota                                ;Clearbrook (Greenwood), Minnesota                          ;Clearbrook                                   ;Minnesota            ;47.69618799        ;-95.42844094 ;4.0                         ;5.0                        ;0.0                       ;4.0
122.0  ;Southern Union State Community College                           ;Opelika, Alabama                                           ;Opelika                                      ;Alabama              ;32.66240106        ;-85.37706931 ;1.0                         ;1.0                        ;3.0                       ;4.0
316.0  ;Ferguson, MO Drive by                                            ;Ferguson, Missouri                                         ;Ferguson                                     ;Missouri             ;38.744217          ;-90.305391   ;0.0                         ;0.0                        ;4.0                       ;4.0
154.0  ;Mohawk and Herkimer Villages in New York                         ;Mohawk, New York                                           ;Mohawk                                       ;New York             ;43.0104011         ;-75.0075119  ;4.0                         ;5.0                        ;2.0                       ;6.0
244.0  ;Colorado Springs, Colorado                                       ;Colorado Springs, Colorado                                 ;Colorado Springs                             ;Colorado             ;38.86730659        ;-104.7572279 ;3.0                         ;3.0                        ;9.0                       ;12.0
278.0  ;Nightclub fight turns into shootout                              ;Rochester , New York                                       ;Rochester                                    ;New York             ;43.16103           ;-77.610922   ;1.0                         ;1.0                        ;7.0                       ;8.0
309.0  ;Long Beach Street murder                                         ;Long Beach, California                                     ;Long Beach                                   ;California           ;33.77005           ;-118.193739  ;1.0                         ;0.0                        ;3.0                       ;4.0
51.0   ;Fairchild Air Force Base Hospital                                ;Fairchild Air Force Base, Washington                       ;Fairchild Air Force Base                     ;Washington           ;47.618456          ;-117.644099  ;4.0                         ;5.0                        ;23.0                      ;27.0
232.0  ;Northern Arizona University at Flagstaff Campus                  ;Flagstaff, Arizona                                         ;Flagstaff                                    ;Arizona              ;35.1725658         ;-111.6585435 ;1.0                         ;1.0                        ;3.0                       ;4.0
37.0   ;Lindhurst High School                                            ;Olivehurst, California                                     ;Olivehurst                                   ;California           ;39.08174985        ;-121.5549539 ;4.0                         ;4.0                        ;10.0                      ;14.0
123.0  ;Residences in Grand Rapids                                       ;Grand Rapids, Michigan                                     ;Grand Rapids                                 ;Michigan             ;42.96920434        ;-85.66008902 ;7.0                         ;8.0                        ;2.0                       ;9.0
103.0  ;Youth With A Mission and New Life Church                         ;Arvada, Colorado                                           ;Arvada                                       ;Colorado             ;39.81087474        ;-105.173715  ;4.0                         ;5.0                        ;5.0                       ;9.0
304.0  ;Greenhill, AL Family murder-suicide                              ;Greenhill, Alabama                                         ;Greenhill                                    ;Alabama              ;34.759257          ;-86.602493   ;1.0                         ;2.0                        ;2.0                       ;3.0
115.0  ;Immigration Services Center in Binghamton                        ;Binghamton, New York                                       ;Binghamton                                   ;New York             ;42.10140103        ;-75.90922294 ;13.0                        ;14.0                       ;4.0                       ;17.0
169.0  ;Pennsburg, Souderton, Lansdale, Harleysville                     ;Pennsburg, Souderton, Lansdale, Harleysville, Pennsylvania ;Pennsburg, Souderton, Lansdale, Harleysville ;Pennsylvania         ;40.39359306        ;-75.49640881 ;6.0                         ;7.0                        ;1.0                       ;7.0
126.0  ;Su Jung Health Sauna                                             ;Norcross, Georgia                                          ;Norcross                                     ;Georgia              ;33.94104379        ;-84.20985979 ;4.0                         ;5.0                        ;0.0                       ;4.0
149.0  ;Washington Navy Yard                                             ;Washington D.C.                                            ;Washington                                   ;District of Columbia ;38.90480894        ;-77.01629717 ;12.0                        ;13.0                       ;3.0                       ;15.0
111.0  ;Covina, California                                               ;Covina, California                                         ;Covina                                       ;California           ;34.09026669        ;-117.8819958 ;9.0                         ;10.0                       ;2.0                       ;11.0
60.0   ;Bethel Regional High School                                      ;Bethel, Alaska                                             ;Bethel                                       ;Alaska               ;60.79053882        ;-161.7927517 ;2.0                         ;2.0                        ;2.0                       ;4.0
170.0  ;Memphis                                                          ;Memphis, Tennessee                                         ;Memphis                                      ;Tennessee            ;35.10528976        ;-89.97734924 ;0.0                         ;0.0                        ;5.0                       ;5.0
224.0  ;Grand 16 Theatre, Louisiana                                      ;Lafayette, Louisiana                                       ;Lafayette                                    ;Louisiana            ;30.21233538        ;-92.0316453  ;2.0                         ;3.0                        ;9.0                       ;11.0
144.0  ;Village of Manchester in Illinois                                ;Manchester, Illinois                                       ;Manchester                                   ;Illinois             ;39.54231335        ;-90.33029852 ;6.0                         ;7.0                        ;1.0                       ;7.0
299.0  ;Atlanta Nightclub shooting                                       ;Atlanta, Georgia                                           ;Atlanta                                      ;Georgia              ;33.748995          ;-84.387982   ;0.0                         ;0.0                        ;4.0                       ;4.0
26.0   ;Comet Auto Parts and Montefiore School                           ;Chicago, Illinois                                          ;Chicago                                      ;Illinois             ;41.83928045        ;-87.68818145 ;4.0                         ;5.0                        ;2.0                       ;6.0
183.0  ;Moon Lake                                                        ;New Port Richey, Florida                                   ;New Port Richey                              ;Florida              ;28.24653304        ;-82.71690259 ;3.0                         ;3.0                        ;1.0                       ;4.0
255.0  ;Chelsea, Massachusetts                                           ;Chelsea, Massachusetts                                     ;Chelsea                                      ;Massachusetts        ;42.391764          ;-71.032828   ;1.0                         ;1.0                        ;6.0                       ;7.0
222.0  ;Amnicola Training Center, Chattanooga                            ;Chattanooga, Tennessee                                     ;Chattanooga                                  ;Tennessee            ;35.09318123        ;-85.23676751 ;4.0                         ;5.0                        ;3.0                       ;7.0
130.0  ;Cafe in Seattle                                                  ;Seattle, Washington                                        ;Seattle                                      ;Washington           ;47.621995749999996 ;-122.323646  ;5.0                         ;6.0                        ;1.0                       ;6.0
56.0   ;Richland High School                                             ;Lynnville, Tennessee                                       ;Lynnville                                    ;Tennessee            ;35.37810374        ;-87.00610559 ;2.0                         ;2.0                        ;1.0                       ;3.0
14.0   ;49th Street Elementary School                                    ;Los Angeles, California                                    ;Los Angeles                                  ;California           ;34.17622092        ;-118.5399542 ;2.0                         ;3.0                        ;12.0                      ;14.0
